/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_08_822.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_08_822.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_08_822.jpg,0,1,0,5.984673
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_08_884.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_08_884.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_08_884.jpg,0,1,0,6.902679
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_08_962.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_08_962.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_08_962.jpg,0,1,0,7.813686
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_034.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_034.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_034.jpg,0,1,0,8.492247
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_110.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_110.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_110.jpg,0,1,0,9.390824
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_209.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_209.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_209.jpg,0,1,0,10.50425
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_290.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_290.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_290.jpg,0,1,0,11.38682
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_362.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_362.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_362.jpg,0,1,0,12.01476
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_473.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_473.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_473.jpg,0,1,0,13.22377
/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/center_2017_09_07_12_02_09_543.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/left_2017_09_07_12_02_09_543.jpg,/Users/cesarluisjaitmanlabaton/Desktop/data/normal_drive_second_course/IMG/right_2017_09_07_12_02_09_543.jpg,-0.05612664,1,0,14.32954
